flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
,,0.0036719602,1873747,2078.5427063686134,961.4472478847027,712.24634,11.96753,9299.253,5.2303457,,,4096,,,,,2078.5427063686134,0.0077985614,961.4472478847027,0.00781765,0.014511826,0.046859946
,,0.0036719837,1873748,2078.5447346322776,961.4442080830789,711.1272,11.862786,9129.98,5.180569,,,4096,,,,,2078.5447346322776,0.0077455873,961.4442080830789,0.0077668317,0.018160328,0.05279907
,,0.0036720072,1873749,2078.5441372143846,961.4323069665394,711.6361,11.771637,8975.288,5.1383944,,,4096,,,,,2078.5441372143846,0.00768066,961.4323069665394,0.0077225748,0.012991145,0.046426117
,,0.0036720308,1873750,2078.538420506383,961.4505235294888,709.5765,11.686572,8839.782,5.099811,,,4096,,,,,2078.538420506383,0.0076418137,961.4505235294888,0.007659903,0.015317029,0.0497722
,,0.0036720543,1873751,2078.5453159897625,961.4448966216374,751.7254,11.624457,8700.841,5.0601187,,,4096,,,,,2078.5453159897625,0.0071846205,961.4448966216374,0.007202228,0.014997168,0.042727336
,,0.0036720778,1873752,2078.5416764286338,961.440236980436,689.7926,11.517544,8578.023,5.0269876,,,4096,,,,,2078.5416764286338,0.0077502816,961.440236980436,0.0077811196,0.018458804,0.06180486
,,0.0036721013,1873753,2078.5341750331113,961.4478803447406,708.41534,11.451451,8448.928,4.9916253,,,4096,,,,,2078.5341750331113,0.0074977544,961.4478803447406,0.0075230747,0.017342387,0.044164483
,,0.0036721248,1873754,2078.5509460367916,961.4605442678942,722.84534,11.386084,8336.608,4.9607253,,,4096,,,,,2078.5509460367916,0.007323695,961.4605442678942,0.0073158727,0.016192354,0.051262364
,,0.0036721483,1873755,2078.553758879322,961.4454570521747,712.4969,11.31423,8226.608,4.929265,,,4096,,,,,2078.553758879322,0.0073866337,961.4454570521747,0.00739424,0.019047024,0.049601033
,,0.0036721718,1873756,2078.5496320269326,961.4551574080255,725.38727,11.254769,8122.3066,4.8969016,,,4096,,,,,2078.5496320269326,0.0072131674,961.4551574080255,0.0072135096,0.01355897,0.05283376
,,0.0036721956,1873757,2078.5462166675225,961.4580754080866,725.17487,11.19454,8016.9707,4.870108,,,4096,,,,,2078.5462166675225,0.0071742805,961.4580754080866,0.007173835,0.016629724,0.047438156
,,0.003672219,1873758,2078.5437598231792,961.4435287943336,719.87354,11.124278,7923.104,4.84038,,,4096,,,,,2078.5437598231792,0.007178032,961.4435287943336,0.007199297,0.016977394,0.055101536
,,0.0036722426,1873759,2078.5400945673573,961.4527778709493,727.8712,11.069622,7830.694,4.811955,,,4096,,,,,2078.5400945673573,0.007061946,961.4527778709493,0.0070743095,0.018894307,0.04479178
,,0.0036722664,1873760,2078.535457924441,961.457161208019,705.4528,11.007742,7748.134,4.789777,,,4096,,,,,2078.535457924441,0.007240383,961.457161208019,0.0072523057,0.01478341,0.051447276
,,0.00367229,1873761,2078.5541498001407,961.4328070130894,720.3416,10.960171,7664.962,4.765587,,,4096,,,,,2078.5541498001407,0.007079923,961.4328070130894,0.007105381,0.0160933,0.050832707
,,0.0036723134,1873762,2078.5429172348854,961.4495606220567,717.4254,10.902793,7579.303,4.738486,,,4096,,,,,2078.5429172348854,0.0070597674,961.4495606220567,0.007073244,0.017634384,0.054993298
,,0.0036723372,1873763,2078.5460136906822,961.4503798265806,727.04816,10.857921,7500.811,4.7158537,,,4096,,,,,2078.5460136906822,0.0069411774,961.4503798265806,0.0069506685,0.016357796,0.050687715
,,0.0036723607,1873764,2078.5562425523212,961.4468774021649,716.80334,10.80547,7427.484,4.6949835,,,4096,,,,,2078.5562425523212,0.007017955,961.4468774021649,0.00701956,0.019770913,0.0518884
,,0.0036723844,1873765,2078.537729972862,961.4593502929662,739.0428,10.764306,7348.5815,4.667622,,,4096,,,,,2078.537729972862,0.0067638867,961.4593502929662,0.0067707193,0.016650917,0.042666793
,,0.003672408,1873766,2078.5460993500365,961.4453278077898,728.0492,10.71428,7278.3413,4.647593,,,4096,,,,,2078.5460993500365,0.0068410356,961.4453278077898,0.006856909,0.014704097,0.054347582
,,0.0036724317,1873767,2078.5400645821305,961.466490011918,719.8377,10.663022,7207.965,4.6260567,,,4096,,,,,2078.5400645821305,0.00688028,961.466490011918,0.006879033,0.017916135,0.049680967
,,0.0036724552,1873768,2078.5408525333755,961.4555229580436,715.94806,10.61565,7144.1787,4.6089215,,,4096,,,,,2078.5408525333755,0.0068870955,961.4555229580436,0.0068951873,0.019023875,0.050174396
,,0.003672479,1873769,2078.5345181427065,961.4391454158348,713.8452,10.567769,7070.297,4.584921,,,4096,,,,,2078.5345181427065,0.0068717427,961.4391454158348,0.0069058742,0.015305703,0.047786683
,,0.0036725027,1873770,2078.543999191084,961.4459322757505,731.6656,10.53112,7005.0728,4.5625553,,,4096,,,,,2078.543999191084,0.0066899406,961.4459322757505,0.0067065735,0.019634908,0.053158697
,,0.0036725262,1873771,2078.5460128676737,961.4615719912819,724.73694,10.48104,6934.6934,4.5424457,,,4096,,,,,2078.5460128676737,0.006723935,961.4615719912819,0.006721029,0.015299427,0.050087858
,,0.00367255,1873772,2078.5399712419508,961.4400234170727,719.06104,10.4419155,6880.146,4.5266476,,,4096,,,,,2078.5399712419508,0.0067459075,961.4400234170727,0.0067735473,0.017169828,0.050360393
,,0.0036725737,1873773,2078.54430695755,961.4509673885525,722.7577,10.397248,6810.145,4.504977,,,4096,,,,,2078.54430695755,0.006686743,961.4509673885525,0.006696814,0.017503325,0.053111862
,,0.0036725975,1873774,2078.5446085680114,961.4513403504352,725.66205,10.351472,6746.0146,4.482978,,,4096,,,,,2078.5446085680114,0.0066314223,961.4513403504352,0.0066403137,0.017209321,0.04782432
,,0.0036726212,1873775,2078.5331952153965,961.4409881218877,725.46,10.315015,6690.9526,4.4667745,,,4096,,,,,2078.5331952153965,0.0066009746,961.4409881218877,0.0066318233,0.015112354,0.05554302
,,0.0036726447,1873776,2078.5359036943396,961.4584641355724,709.6734,10.270296,6636.3306,4.4505243,,,4096,,,,,2078.5359036943396,0.00671962,961.4584641355724,0.00672892,0.018830582,0.052807253
,,0.0036726685,1873777,2078.541726402548,961.4485089986823,719.2675,10.232697,6574.0117,4.430198,,,4096,,,,,2078.541726402548,0.006611135,961.4485089986823,0.0066262297,0.016391292,0.05232152
,,0.0036726922,1873778,2078.5426293871183,961.4462268670877,722.05945,10.194271,6517.7437,4.411095,,,4096,,,,,2078.5426293871183,0.006562269,961.4462268670877,0.0065787984,0.014769745,0.047882754
,,0.003672716,1873779,2078.532876795823,961.4512459665175,717.4893,10.153962,6463.567,4.393883,,,4096,,,,,2078.532876795823,0.0065706205,961.4512459665175,0.0065888804,0.01970161,0.05533927
,,0.0036727397,1873780,2078.5409427844347,961.453376193134,710.1978,10.109912,6399.7476,4.373624,,,4096,,,,,2078.5409427844347,0.006615981,961.453376193134,0.006625859,0.015702404,0.05108479
,,0.0036727635,1873781,2078.5453200388497,961.4588422678266,713.1436,10.068554,6346.3857,4.3555393,,,4096,,,,,2078.5453200388497,0.0065649305,961.4588422678266,0.0065656607,0.018625649,0.052897446
,,0.0036727872,1873782,2078.5480300778668,961.451023440149,709.2195,10.026512,6286.1626,4.3366275,,,4096,,,,,2078.5480300778668,0.006576595,961.451023440149,0.0065827407,0.018612564,0.050246157
,,0.003672811,1873783,2078.5444029845216,961.4494061500718,720.9947,9.996935,6238.1216,4.3209376,,,4096,,,,,2078.5444029845216,0.006447537,961.4494061500718,0.0064585023,0.014355745,0.050432418
,,0.0036728347,1873784,2078.5460216444358,961.4423284489399,695.7539,9.948482,6188.8706,4.305487,,,4096,,,,,2078.5460216444358,0.0066487878,961.4423284489399,0.0066678836,0.020238077,0.054676365
,,0.0036728587,1873785,2078.5477848330047,961.4459607334645,708.38324,9.9161825,6135.2573,4.2867537,,,4096,,,,,2078.5477848330047,0.0065120645,961.4459607334645,0.006523951,0.017519545,0.05170928
,,0.0036728824,1873786,2078.5331710700707,961.4445249948043,720.0529,9.887535,6085.6436,4.2705483,,,4096,,,,,2078.5331710700707,0.006377231,961.4445249948043,0.0064024488,0.017541843,0.053765245
,,0.0036729062,1873787,2078.537739437143,961.4549312954982,724.0351,9.857726,6037.9424,4.2559695,,,4096,,,,,2078.537739437143,0.006326652,961.4549312954982,0.0063370704,0.017034251,0.049166083
,,0.00367293,1873788,2078.539541236639,961.4492257782206,713.5716,9.821631,5998.4487,4.2402654,,,4096,,,,,2078.539541236639,0.0063973516,961.4492257782206,0.0064127618,0.016204324,0.05353167
